"title","description","starter_code","test_cases","skill_tags","difficulty"
"SQL for ETL — Data/ML #36","Write SQL to transform raw events into a user-level aggregated table. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Batch Inference — Data/ML #37","Design batch inference pipeline that scales for 1M records. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Model Explainability — Data/ML #38","Generate SHAP-style explanations for model predictions. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Data Schema Migration — Data/ML #39","Plan and write migration to update column types safely. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Anomaly Detection — Data/ML #40","Implement simple statistical anomaly detector for sensor data. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","hard"
"Data Cleaning Pipeline — Data/ML #41","Given raw CSV with missing values and inconsistent types, design cleaning steps and implement them. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Feature Engineering — Data/ML #42","Create features for time-series forecasting using lag and rolling stats. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Train/Test Split & Leakage — Data/ML #43","Explain and implement correct train/test split to avoid leakage. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","hard"
"Train a Classifier — Data/ML #44","Train a binary classifier and return precision/recall on test set. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Hyperparameter Search — Data/ML #45","Implement grid search or randomized search to tune model hyperparameters. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"SQL for ETL — Data/ML #46","Write SQL to transform raw events into a user-level aggregated table. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","hard"
"Batch Inference — Data/ML #47","Design batch inference pipeline that scales for 1M records. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Model Explainability — Data/ML #48","Generate SHAP-style explanations for model predictions. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","hard"
"Data Schema Migration — Data/ML #49","Plan and write migration to update column types safely. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Anomaly Detection — Data/ML #50","Implement simple statistical anomaly detector for sensor data. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Data Cleaning Pipeline — Data/ML #51","Given raw CSV with missing values and inconsistent types, design cleaning steps and implement them. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Feature Engineering — Data/ML #52","Create features for time-series forecasting using lag and rolling stats. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Train/Test Split & Leakage — Data/ML #53","Explain and implement correct train/test split to avoid leakage. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","hard"
"Train a Classifier — Data/ML #54","Train a binary classifier and return precision/recall on test set. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
"Hyperparameter Search — Data/ML #55","Implement grid search or randomized search to tune model hyperparameters. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","hard"
"SQL for ETL — Data/ML #56","Write SQL to transform raw events into a user-level aggregated table. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","easy"
"Batch Inference — Data/ML #57","Design batch inference pipeline that scales for 1M records. Provide code + explanation and complexity where applicable.","import pandas as pd
from sklearn.model_selection import train_test_split

def solve(path_to_csv):
    # load and implement
    pass

if __name__ == '__main__':
    pass","[{""input"": ""sample.csv"", ""output"": ""metrics_or_output""}]","python,pandas,ml,data-engineering,sklearn","medium"
